"id","status","template_id","accession_number","attempts","created_at"
6212,failed,18,"550886",8,2023-03-23 10:00:15.492 +1030
5871,completed,100,"549352",4,2023-03-14 15:02:16.463 +1030
6003,completed,12,"549972",5,2023-03-17 11:34:49.660 +1030
6289,failed,96,"551306",8,2023-03-27 08:36:27.404 +1030
6294,failed,96,"551359",8,2023-03-27 10:12:53.860 +1030
6321,failed,96,"551468",8,2023-03-27 14:29:02.077 +1030
6051,failed,18,"550245",8,2023-03-20 11:04:55.093 +1030
6063,failed,19,"550286",8,2023-03-20 13:00:15.902 +1030
6195,completed,29,"550812",3,2023-03-22 15:51:37.009 +1030
6199,completed,12,"550821",3,2023-03-22 16:16:07.709 +1030
6188,failed,96,"550792",8,2023-03-22 14:57:11.326 +1030
5192,completed,19,"545974",4,2023-02-20 11:54:32.658 +1030
6225,failed,124,"550968",8,2023-03-23 12:41:56.106 +1030
5822,completed,29,"549048",3,2023-03-10 11:30:08.634 +1030
6244,failed,96,"551052",8,2023-03-23 15:36:38.920 +1030
5212,completed,29,"546043",3,2023-02-20 14:00:46.795 +1030
5501,failed,96,"547526",8,2023-03-01 14:19:40.212 +1030
5197,failed,96,"545992",8,2023-02-20 12:20:36.208 +1030
5500,failed,18,"547524",8,2023-03-01 14:17:47.011 +1030
5505,failed,18,"547535",8,2023-03-01 14:31:40.202 +1030
6198,failed,110,"550824",8,2023-03-22 16:09:51.073 +1030
5229,completed,29,"546118",4,2023-02-21 08:49:25.303 +1030
6205,failed,106,"550829",8,2023-03-22 17:20:13.822 +1030
5255,completed,100,"546248",3,2023-02-21 12:55:47.520 +1030
5258,completed,12,"546207",0,2023-02-21 13:42:48.792 +1030
5561,failed,96,"547817",8,2023-03-02 16:03:47.497 +1030
5811,failed,106,"548973",8,2023-03-10 10:38:50.484 +1030
6208,completed,29,"550855",3,2023-03-23 09:03:40.302 +1030
5827,failed,96,"549079",8,2023-03-10 12:50:21.703 +1030
5653,completed,100,"548242",2,2023-03-06 15:21:15.236 +1030
5842,failed,18,"549169",8,2023-03-10 17:08:48.685 +1030
5660,completed,12,"548201",0,2023-03-06 17:04:16.096 +1030
5648,failed,18,"548226",8,2023-03-06 14:44:39.975 +1030
5686,completed,29,"548397",3,2023-03-07 12:28:41.023 +1030
6218,completed,100,"550923",2,2023-03-23 10:48:42.458 +1030
6217,completed,29,"550911",4,2023-03-23 10:31:42.900 +1030
5784,failed,106,"548841",8,2023-03-09 13:20:15.042 +1030
6300,completed,100,"551377",3,2023-03-27 10:47:39.999 +1030
6311,completed,100,"551410",2,2023-03-27 11:44:58.799 +1030
6304,completed,12,"551386",6,2023-03-27 10:55:32.984 +1030
6290,failed,96,"551324",8,2023-03-27 09:20:20.500 +1030
5904,failed,106,"549486",8,2023-03-15 10:44:15.567 +1030
5888,failed,96,"549426",8,2023-03-15 09:26:50.955 +1030
5899,failed,106,"549462",8,2023-03-15 10:09:53.531 +1030
5900,failed,18,"549413",8,2023-03-15 10:19:04.690 +1030
6005,completed,19,"549977",2,2023-03-17 11:49:38.157 +1030
6064,completed,29,"550296",4,2023-03-20 13:00:50.962 +1030
6074,completed,19,"550341",3,2023-03-20 14:26:04.781 +1030
6303,failed,29,"551385",8,2023-03-27 10:53:35.362 +1030
6318,completed,29,"551461",4,2023-03-27 14:12:15.560 +1030
6323,completed,19,"551477",3,2023-03-27 15:04:55.110 +1030
6298,failed,96,"551368",8,2023-03-27 10:29:24.297 +1030
6317,failed,96,"551460",8,2023-03-27 14:09:44.709 +1030
6190,completed,29,"550802",4,2023-03-22 15:22:03.851 +1030
5502,failed,96,"547530",8,2023-03-01 14:21:56.333 +1030
5504,failed,18,"547514",8,2023-03-01 14:25:15.778 +1030
5194,completed,100,"545981",2,2023-02-20 12:06:04.631 +1030
5568,completed,12,"547838",1,2023-03-02 17:19:34.651 +1030
5823,completed,100,"549051",2,2023-03-10 11:31:02.719 +1030
6227,completed,12,"550989",5,2023-03-23 12:59:21.163 +1030
5803,failed,110,"548959",8,2023-03-10 09:00:00.904 +1030
5193,completed,29,"545978",3,2023-02-20 12:01:41.310 +1030
5812,failed,110,"549020",8,2023-03-10 10:42:44.092 +1030
5647,failed,106,"548225",8,2023-03-06 14:43:41.461 +1030
6129,completed,12,"550541",5,2023-03-21 13:09:31.116 +1030
5235,completed,18,"546145",3,2023-02-21 09:24:34.826 +1030
5893,completed,29,"549450",3,2023-03-15 10:00:32.790 +1030
6117,failed,110,"550442",8,2023-03-21 11:28:16.858 +1030
6253,completed,29,"551089",2,2023-03-23 17:30:04.854 +1030
6134,failed,96,"550570",8,2023-03-21 14:40:37.009 +1030
6232,failed,19,"550997",8,2023-03-23 13:12:57.593 +1030
6326,completed,100,"551499",2,2023-03-27 15:47:10.996 +1030
5232,completed,29,"546134",4,2023-02-21 09:10:43.469 +1030
5791,completed,100,"548885",3,2023-03-09 14:26:15.110 +1030
6235,failed,96,"551017",8,2023-03-23 14:07:13.298 +1030
6122,failed,18,"550521",8,2023-03-21 12:05:33.588 +1030
5792,completed,12,"548891",0,2023-03-09 14:55:27.270 +1030
5203,completed,19,"546005",2,2023-02-20 12:35:44.486 +1030
5198,completed,29,"545993",3,2023-02-20 12:21:33.383 +1030
5923,completed,100,"549591",3,2023-03-15 14:17:33.751 +1030
5908,failed,106,"549524",8,2023-03-15 11:42:26.276 +1030
6327,completed,100,"551501",2,2023-03-27 15:48:41.266 +1030
5200,completed,29,"545996",4,2023-02-20 12:27:44.655 +1030
6325,completed,100,"551496",3,2023-03-27 15:40:12.386 +1030
6004,completed,29,"549976",3,2023-03-17 11:49:19.055 +1030
5240,completed,100,"546167",3,2023-02-21 09:59:22.432 +1030
6305,failed,96,"551387",8,2023-03-27 10:57:32.737 +1030
5785,failed,96,"548860",8,2023-03-09 13:25:32.730 +1030
5794,failed,124,"548902",8,2023-03-09 15:23:37.292 +1030
6163,completed,12,"550690",6,2023-03-22 10:36:33.589 +1030
6312,failed,106,"551416",8,2023-03-27 11:54:31.078 +1030
6292,completed,29,"551347",3,2023-03-27 10:01:43.293 +1030
5242,completed,29,"546176",4,2023-02-21 10:19:46.932 +1030
6291,completed,100,"551341",4,2023-03-27 09:54:32.716 +1030
6087,failed,110,"550393",8,2023-03-20 16:20:06.337 +1030
5206,completed,18,"546023",4,2023-02-20 13:25:31.460 +1030
5210,completed,29,"546041",3,2023-02-20 13:54:00.833 +1030
6309,failed,124,"551396",8,2023-03-27 11:14:55.310 +1030
6114,completed,12,"550465",2,2023-03-21 11:12:08.947 +1030
5211,completed,18,"546042",4,2023-02-20 13:59:20.544 +1030
5250,completed,29,"546219",3,2023-02-21 11:20:38.438 +1030
6113,completed,29,"550498",4,2023-03-21 11:11:40.672 +1030
5222,completed,12,"546008",0,2023-02-20 15:15:40.882 +1030
5195,failed,96,"545983",8,2023-02-20 12:08:37.373 +1030
5199,failed,106,"545995",8,2023-02-20 12:26:07.024 +1030
5196,failed,96,"545988",8,2023-02-20 12:11:40.333 +1030
5247,completed,29,"546208",4,2023-02-21 10:56:32.820 +1030
5204,failed,29,"545971",8,2023-02-20 12:44:02.127 +1030
5219,failed,110,"546057",8,2023-02-20 14:36:28.506 +1030
5214,failed,96,"546052",8,2023-02-20 14:25:29.002 +1030
6331,failed,96,"551521",8,2023-03-27 16:28:12.772 +1030
6324,failed,106,"551483",8,2023-03-27 15:22:41.327 +1030
6332,failed,18,"551526",8,2023-03-27 16:41:55.789 +1030
5253,completed,29,"546231",3,2023-02-21 11:58:28.257 +1030
5233,failed,96,"546138",8,2023-02-21 09:14:58.836 +1030
5237,failed,96,"546151",8,2023-02-21 09:32:03.895 +1030
5245,failed,96,"546187",8,2023-02-21 10:24:05.042 +1030
5234,failed,96,"546141",8,2023-02-21 09:22:35.698 +1030
5252,failed,106,"546224",8,2023-02-21 11:29:31.351 +1030
5254,failed,96,"546233",8,2023-02-21 12:01:05.517 +1030
5257,failed,96,"546256",8,2023-02-21 13:41:33.425 +1030
6105,failed,124,"550472",8,2023-03-21 10:57:33.937 +1030
5670,completed,100,"548324",4,2023-03-07 09:57:47.538 +1030
5808,completed,19,"548995",3,2023-03-10 10:09:15.990 +1030
5507,completed,100,"547545",2,2023-03-01 15:04:41.873 +1030
6319,failed,96,"551464",8,2023-03-27 14:24:15.859 +1030
5205,completed,12,"546000",0,2023-02-20 12:54:10.578 +1030
5201,completed,29,"545997",4,2023-02-20 12:29:16.041 +1030
5202,completed,100,"546001",4,2023-02-20 12:32:37.460 +1030
5513,failed,96,"547565",8,2023-03-01 16:07:58.184 +1030
6109,failed,29,"550491",8,2023-03-21 11:08:54.743 +1030
5814,failed,106,"549022",8,2023-03-10 10:45:49.852 +1030
5818,failed,110,"549032",8,2023-03-10 11:10:18.816 +1030
6231,completed,100,"550995",4,2023-03-23 13:09:18.773 +1030
6119,failed,96,"550514",8,2023-03-21 11:41:09.682 +1030
5692,completed,29,"548440",3,2023-03-07 14:28:09.198 +1030
5673,failed,110,"548330",8,2023-03-07 10:16:42.150 +1030
5895,completed,100,"549455",3,2023-03-15 10:05:54.829 +1030
5217,completed,12,"546050",0,2023-02-20 14:31:31.515 +1030
5703,completed,12,"548413",0,2023-03-07 15:55:43.530 +1030
6121,failed,110,"550515",8,2023-03-21 11:43:41.584 +1030
6240,completed,12,"551019",1,2023-03-23 15:03:09.703 +1030
5691,failed,96,"548438",8,2023-03-07 14:27:32.608 +1030
6128,failed,106,"550537",8,2023-03-21 12:46:34.074 +1030
6123,failed,96,"550525",8,2023-03-21 12:08:13.920 +1030
5225,completed,12,"546063",0,2023-02-20 15:54:02.819 +1030
6127,failed,18,"550536",8,2023-03-21 12:43:25.720 +1030
5659,failed,18,"548272",8,2023-03-06 16:44:22.536 +1030
5220,completed,12,"546058",5,2023-02-20 14:37:49.479 +1030
6229,failed,96,"550993",8,2023-03-23 13:09:01.086 +1030
6230,failed,100,"550994",8,2023-03-23 13:09:17.378 +1030
6140,failed,96,"550605",8,2023-03-21 16:15:43.028 +1030
5227,completed,12,"546108",1,2023-02-20 17:00:39.242 +1030
6293,completed,29,"551353",3,2023-03-27 10:06:19.104 +1030
6306,completed,12,"551372",0,2023-03-27 11:06:14.524 +1030
6024,completed,100,"550112",4,2023-03-17 15:39:38.771 +1030
6016,failed,106,"550051",8,2023-03-17 12:48:26.503 +1030
6006,failed,100,"550001",8,2023-03-17 12:10:48.509 +1030
5209,failed,96,"546039",8,2023-02-20 13:53:18.616 +1030
5213,failed,96,"546049",8,2023-02-20 14:07:33.005 +1030
5786,failed,29,"548850",8,2023-03-09 13:38:41.258 +1030
5226,failed,99,"546094",8,2023-02-20 16:25:59.603 +1030
5228,failed,106,"546112",8,2023-02-20 17:30:50.367 +1030
5524,failed,96,"547621",8,2023-03-02 09:32:48.283 +1030
5802,failed,99,"548929",8,2023-03-09 16:04:14.558 +1030
5527,failed,18,"547634",8,2023-03-02 09:58:21.157 +1030
5532,failed,29,"547659",8,2023-03-02 10:43:03.610 +1030
5529,failed,96,"547646",8,2023-03-02 10:23:53.035 +1030
5534,failed,96,"547677",8,2023-03-02 11:01:24.237 +1030
5535,failed,99,"547686",8,2023-03-02 11:14:36.856 +1030
5558,failed,18,"547808",8,2023-03-02 15:44:05.918 +1030
6150,failed,106,"550636",8,2023-03-22 09:12:02.381 +1030
6090,completed,29,"550407",4,2023-03-20 17:09:38.020 +1030
5652,completed,19,"548239",3,2023-03-06 15:10:35.207 +1030
6088,failed,96,"550395",8,2023-03-20 16:25:49.924 +1030
6100,completed,12,"550444",0,2023-03-21 10:33:14.457 +1030
6310,failed,96,"551405",8,2023-03-27 11:32:48.309 +1030
5239,completed,18,"546164",4,2023-02-21 09:51:56.081 +1030
5241,completed,18,"546172",4,2023-02-21 10:11:59.762 +1030
6330,completed,12,"551520",4,2023-03-27 16:27:00.953 +1030
5236,failed,110,"546150",8,2023-02-21 09:32:02.599 +1030
5243,failed,110,"546178",8,2023-02-21 10:20:37.694 +1030
5244,failed,96,"546183",8,2023-02-21 10:23:16.676 +1030
6110,completed,12,"549926",0,2023-03-21 11:09:23.165 +1030
5674,completed,29,"548335",3,2023-03-07 10:25:07.180 +1030
6130,completed,12,"550464",0,2023-03-21 13:39:58.406 +1030
6126,completed,19,"550534",5,2023-03-21 12:36:39.045 +1030
6103,failed,96,"550474",8,2023-03-21 10:52:51.837 +1030
6132,completed,29,"550566",3,2023-03-21 14:30:15.454 +1030
6233,completed,12,"550914",0,2023-03-23 13:16:31.386 +1030
6013,in_progress,18,"549958",7,2023-03-17 12:16:52.990 +1030
6027,completed,29,"550133",4,2023-03-17 16:19:22.267 +1030
6022,failed,96,"550093",8,2023-03-17 14:58:48.568 +1030
5207,completed,19,"546029",3,2023-02-20 13:36:28.821 +1030
5208,completed,100,"546038",3,2023-02-20 13:49:55.979 +1030
5508,completed,12,"547536",3,2023-03-01 15:26:12.174 +1030
5512,in_progress,19,"547561",1,2023-03-01 16:07:32.645 +1030
5815,completed,12,"549023",4,2023-03-10 10:48:45.642 +1030
5215,failed,96,"546054",8,2023-02-20 14:29:02.134 +1030
5828,completed,12,"548996",0,2023-03-10 13:06:22.444 +1030
5820,completed,100,"549034",5,2023-03-10 11:14:49.408 +1030
5509,failed,96,"547554",8,2023-03-01 15:41:58.008 +1030
5510,failed,96,"547556",8,2023-03-01 15:45:32.691 +1030
5744,completed,29,"548664",3,2023-03-08 15:05:02.088 +1030
5725,failed,18,"548550",8,2023-03-08 10:18:16.832 +1030
6246,failed,96,"551057",8,2023-03-23 15:46:14.739 +1030
6251,failed,106,"551081",8,2023-03-23 17:00:44.298 +1030
6089,failed,96,"550404",8,2023-03-20 16:39:00.495 +1030
5238,completed,100,"546161",3,2023-02-21 09:43:10.287 +1030
5230,completed,18,"546129",5,2023-02-21 09:04:26.856 +1030
6092,completed,29,"550420",3,2023-03-21 08:59:47.159 +1030
5736,failed,96,"548618",8,2023-03-08 13:21:34.410 +1030
5734,failed,96,"548592",8,2023-03-08 12:09:16.495 +1030
5836,completed,100,"549137",4,2023-03-10 15:35:18.812 +1030
5569,failed,18,"547850",8,2023-03-03 08:37:25.560 +1030
5840,completed,29,"549155",2,2023-03-10 16:18:05.473 +1030
5231,failed,29,"546130",8,2023-02-21 09:04:50.203 +1030
5746,failed,96,"548665",8,2023-03-08 15:13:12.239 +1030
5753,failed,29,"548689",8,2023-03-08 17:25:23.070 +1030
5246,failed,106,"546201",8,2023-02-21 10:48:23.812 +1030
5571,failed,96,"547860",8,2023-03-03 09:00:28.027 +1030
5256,failed,96,"546251",8,2023-02-21 13:19:03.663 +1030
6299,completed,12,"551329",0,2023-03-27 10:33:54.140 +1030
6295,completed,29,"551361",3,2023-03-27 10:14:24.914 +1030
5833,failed,106,"549131",8,2023-03-10 15:25:03.690 +1030
5837,failed,96,"549139",8,2023-03-10 15:37:30.277 +1030
5897,completed,12,"549412",0,2023-03-15 10:09:04.273 +1030
5576,failed,18,"547893",8,2023-03-03 10:02:37.412 +1030
6094,completed,29,"550434",3,2023-03-21 09:35:43.806 +1030
5920,completed,29,"549564",3,2023-03-15 13:21:14.150 +1030
5593,failed,96,"547971",8,2023-03-03 13:46:12.135 +1030
6314,completed,12,"551400",0,2023-03-27 12:28:55.446 +1030
5601,failed,124,"548016",8,2023-03-03 15:47:47.989 +1030
6096,completed,100,"550440",3,2023-03-21 09:56:47.025 +1030
6297,failed,96,"551364",8,2023-03-27 10:17:11.631 +1030
5762,failed,106,"548759",8,2023-03-09 09:55:54.955 +1030
5787,completed,100,"548875",5,2023-03-09 13:54:34.708 +1030
5615,failed,96,"548082",8,2023-03-06 09:52:10.264 +1030
6007,completed,100,"550000",3,2023-03-17 12:10:48.509 +1030
6015,completed,100,"549983",0,2023-03-17 12:43:34.591 +1030
5704,failed,96,"548473",8,2023-03-07 16:15:53.274 +1030
6328,completed,12,"551480",4,2023-03-27 16:09:33.447 +1030
6101,failed,18,"550468",8,2023-03-21 10:42:37.359 +1030
6333,failed,110,"551529",8,2023-03-27 16:52:24.965 +1030
6158,completed,100,"550662",3,2023-03-22 09:51:27.907 +1030
5733,completed,100,"548585",3,2023-03-08 11:52:26.573 +1030
6020,completed,19,"550080",5,2023-03-17 14:31:09.780 +1030
6008,failed,100,"549999",8,2023-03-17 12:10:48.581 +1030
6009,failed,100,"549998",8,2023-03-17 12:10:48.591 +1030
5807,failed,18,"548990",8,2023-03-10 09:59:06.951 +1030
5216,completed,29,"546055",2,2023-02-20 14:29:57.995 +1030
6107,failed,18,"550485",8,2023-03-21 11:02:41.892 +1030
6017,failed,106,"550058",8,2023-03-17 13:20:12.906 +1030
5511,completed,29,"547557",3,2023-03-01 15:51:26.991 +1030
6021,failed,96,"550083",8,2023-03-17 14:34:59.863 +1030
6091,completed,12,"550390",0,2023-03-20 21:22:42.530 +1030
5514,failed,106,"547568",8,2023-03-01 16:14:44.528 +1030
5839,failed,96,"549152",8,2023-03-10 16:15:14.121 +1030
6108,failed,18,"550486",8,2023-03-21 11:02:41.957 +1030
6093,completed,100,"550422",1,2023-03-21 09:03:01.386 +1030
5218,failed,124,"546017",8,2023-02-20 14:34:45.745 +1030
5223,failed,96,"546082",8,2023-02-20 15:27:50.430 +1030
6095,completed,12,"550421",0,2023-03-21 09:54:18.374 +1030
6320,completed,100,"551465",2,2023-03-27 14:26:02.587 +1030
5731,completed,12,"548522",2,2023-03-08 11:30:03.638 +1030
6296,failed,96,"551362",8,2023-03-27 10:16:16.302 +1030
6104,completed,100,"550477",2,2023-03-21 10:54:35.067 +1030
5907,failed,19,"549513",8,2023-03-15 11:24:56.771 +1030
5905,failed,96,"549498",8,2023-03-15 11:01:59.681 +1030
5570,failed,96,"547853",8,2023-03-03 08:51:51.887 +1030
5248,failed,106,"546217",8,2023-02-21 11:13:36.193 +1030
5251,failed,96,"546222",8,2023-02-21 11:23:40.777 +1030
6234,failed,96,"551010",8,2023-03-23 14:00:32.272 +1030
6239,failed,96,"551033",8,2023-03-23 14:52:24.585 +1030
6329,completed,19,"551514",3,2023-03-27 16:17:06.858 +1030
6138,completed,100,"550593",2,2023-03-21 15:45:41.065 +1030
5711,failed,96,"548495",8,2023-03-08 08:43:53.448 +1030
6301,completed,100,"551378",2,2023-03-27 10:47:52.852 +1030
5605,completed,12,"548040",0,2023-03-03 17:03:34.073 +1030
5584,failed,96,"547941",8,2023-03-03 11:48:43.859 +1030
6014,completed,12,"549950",0,2023-03-17 12:19:47.883 +1030
5591,failed,96,"547966",8,2023-03-03 13:30:33.686 +1030
5598,failed,124,"547988",8,2023-03-03 14:47:32.374 +1030
6111,failed,106,"550494",8,2023-03-21 11:10:16.089 +1030
6334,completed,29,"551531",2,2023-03-27 16:56:24.318 +1030
6313,failed,96,"551428",8,2023-03-27 12:25:07.352 +1030
6316,failed,124,"551442",8,2023-03-27 13:38:59.839 +1030
6315,completed,100,"551433",2,2023-03-27 12:50:31.524 +1030
5721,failed,124,"548538",8,2023-03-08 09:57:06.028 +1030
6120,completed,12,"550471",0,2023-03-21 11:42:52.113 +1030
6019,completed,29,"550062",3,2023-03-17 13:29:41.314 +1030
5724,failed,96,"548549",8,2023-03-08 10:13:23.643 +1030
5716,failed,106,"548518",8,2023-03-08 09:32:00.459 +1030
5730,failed,96,"548577",8,2023-03-08 11:29:10.872 +1030
5705,failed,99,"548485",8,2023-03-07 16:58:59.594 +1030
5707,failed,96,"548487",8,2023-03-07 16:59:50.629 +1030
5708,failed,106,"548490",8,2023-03-07 17:13:45.258 +1030
5727,failed,96,"548556",8,2023-03-08 10:37:46.120 +1030
6141,completed,100,"550606",2,2023-03-21 16:20:57.824 +1030
6162,completed,100,"550680",2,2023-03-22 10:19:10.830 +1030
5735,failed,96,"548596",8,2023-03-08 12:13:46.317 +1030
5714,completed,100,"548502",2,2023-03-08 09:02:15.226 +1030
5742,completed,29,"548656",6,2023-03-08 14:55:34.733 +1030
5747,failed,18,"548669",8,2023-03-08 15:20:38.048 +1030
6118,failed,96,"550508",8,2023-03-21 11:37:32.171 +1030
6026,completed,29,"550128",3,2023-03-17 16:00:54.519 +1030
6010,failed,100,"549997",8,2023-03-17 12:10:48.736 +1030
6143,completed,29,"550610",3,2023-03-21 16:28:36.245 +1030
6125,completed,100,"550529",3,2023-03-21 12:18:41.882 +1030
6124,failed,96,"550526",8,2023-03-21 12:09:01.458 +1030
5769,completed,100,"548792",2,2023-03-09 11:00:00.664 +1030
6133,failed,124,"550564",8,2023-03-21 14:39:41.256 +1030
5768,completed,100,"548790",4,2023-03-09 10:56:49.808 +1030
5772,completed,100,"548812",3,2023-03-09 11:23:16.267 +1030
6142,failed,96,"550609",8,2023-03-21 16:28:18.694 +1030
6144,failed,18,"550618",8,2023-03-21 16:53:18.969 +1030
5796,failed,106,"548913",8,2023-03-09 15:32:49.620 +1030
6166,completed,100,"550707",2,2023-03-22 11:12:02.864 +1030
6167,completed,29,"550709",3,2023-03-22 11:14:27.149 +1030
6153,completed,100,"550650",2,2023-03-22 09:32:30.036 +1030
6168,completed,29,"550713",3,2023-03-22 11:21:31.030 +1030
6161,failed,106,"550679",8,2023-03-22 10:18:46.816 +1030
6155,failed,110,"550654",8,2023-03-22 09:41:11.903 +1030
6159,failed,106,"550663",8,2023-03-22 09:53:19.686 +1030
6156,failed,106,"550657",8,2023-03-22 09:43:53.162 +1030
5277,failed,96,"546343",8,2023-02-22 09:09:22.690 +1030
5259,failed,96,"546259",8,2023-02-21 13:46:17.681 +1030
5581,completed,19,"547920",4,2023-03-03 11:00:00.676 +1030
5261,failed,96,"546270",8,2023-02-21 14:12:00.848 +1030
5520,failed,99,"547603",8,2023-03-02 09:09:27.063 +1030
5521,failed,18,"547613",8,2023-03-02 09:19:26.730 +1030
5260,failed,96,"546266",8,2023-02-21 14:03:10.878 +1030
5266,failed,29,"546287",8,2023-02-21 14:58:31.032 +1030
5530,failed,106,"547649",8,2023-03-02 10:28:36.715 +1030
5263,failed,96,"546281",8,2023-02-21 14:37:31.795 +1030
5270,failed,96,"546310",8,2023-02-21 16:07:50.864 +1030
5321,completed,29,"546560",3,2023-02-23 09:26:57.201 +1030
5333,completed,29,"546634",3,2023-02-23 11:34:25.686 +1030
5265,completed,12,"546255",7,2023-02-21 14:44:54.243 +1030
5273,failed,96,"546317",8,2023-02-21 16:28:30.526 +1030
5517,failed,106,"547583",8,2023-03-02 08:21:55.686 +1030
5275,failed,96,"546322",8,2023-02-21 16:33:24.962 +1030
5536,failed,99,"547687",8,2023-03-02 11:15:01.159 +1030
5271,failed,12,"546249",8,2023-02-21 16:26:10.517 +1030
5531,failed,96,"547654",8,2023-03-02 10:37:11.700 +1030
5283,failed,99,"546370",8,2023-02-22 10:18:04.389 +1030
5572,failed,96,"547871",8,2023-03-03 09:24:39.858 +1030
5262,completed,100,"546279",2,2023-02-21 14:35:28.342 +1030
5264,completed,100,"546283",1,2023-02-21 14:44:46.481 +1030
5300,failed,106,"546445",8,2023-02-22 13:10:51.370 +1030
5600,failed,106,"548012",8,2023-03-03 15:22:10.916 +1030
5588,completed,29,"547952",3,2023-03-03 12:22:59.306 +1030
5322,completed,100,"546573",2,2023-02-23 09:50:33.404 +1030
5590,completed,100,"547961",2,2023-03-03 13:16:52.638 +1030
5582,failed,18,"547935",8,2023-03-03 11:37:46.493 +1030
5595,failed,96,"547978",8,2023-03-03 13:56:02.954 +1030
5267,completed,12,"546267",1,2023-02-21 15:05:55.684 +1030
5303,failed,106,"546449",8,2023-02-22 13:48:21.915 +1030
5583,failed,96,"547936",8,2023-03-03 11:39:17.505 +1030
5299,failed,106,"546447",8,2023-02-22 13:03:51.088 +1030
5288,completed,18,"546402",3,2023-02-22 11:09:34.515 +1030
5597,completed,100,"547997",3,2023-03-03 14:36:39.574 +1030
5249,failed,106,"546205",8,2023-02-21 11:16:22.776 +1030
5587,failed,124,"547929",8,2023-03-03 12:21:14.532 +1030
5268,completed,12,"546292",3,2023-02-21 15:19:41.963 +1030
5607,failed,18,"548005",8,2023-03-04 19:58:38.500 +1030
5621,failed,106,"548110",8,2023-03-06 10:30:50.280 +1030
5286,completed,19,"546389",4,2023-02-22 10:53:11.444 +1030
5706,failed,110,"548486",8,2023-03-07 16:59:19.691 +1030
5712,completed,29,"548496",3,2023-03-08 08:48:29.317 +1030
5720,completed,29,"548534",4,2023-03-08 09:54:51.031 +1030
5515,completed,18,"547570",8,2023-03-01 16:18:26.915 +1030
5272,completed,18,"546188",0,2023-02-21 16:26:45.439 +1030
5723,failed,106,"548546",8,2023-03-08 10:11:49.070 +1030
5715,failed,18,"548508",8,2023-03-08 09:17:14.257 +1030
5732,completed,12,"548572",3,2023-03-08 11:44:40.292 +1030
5279,completed,18,"546352",3,2023-02-22 09:33:29.241 +1030
5307,failed,96,"546479",8,2023-02-22 14:25:52.778 +1030
5743,completed,12,"548643",0,2023-03-08 15:03:31.091 +1030
5269,completed,100,"546304",3,2023-02-21 16:05:41.158 +1030
5289,completed,18,"546412",3,2023-02-22 11:24:51.586 +1030
5274,completed,100,"546319",2,2023-02-21 16:30:17.510 +1030
5749,failed,96,"548685",8,2023-03-08 16:02:02.278 +1030
5304,failed,99,"546470",8,2023-02-22 13:57:07.926 +1030
5745,failed,124,"548649",8,2023-03-08 15:05:26.208 +1030
5309,completed,12,"546484",4,2023-02-22 14:32:02.504 +1030
5325,failed,96,"546600",8,2023-02-23 10:31:13.997 +1030
5295,completed,12,"546422",0,2023-02-22 12:14:22.995 +1030
5350,completed,100,"546717",2,2023-02-23 15:56:30.170 +1030
5280,failed,124,"546355",8,2023-02-22 09:37:55.111 +1030
5312,failed,96,"546504",8,2023-02-22 15:41:05.260 +1030
5284,completed,100,"546377",2,2023-02-22 10:20:24.726 +1030
5290,completed,100,"546413",4,2023-02-22 11:25:23.828 +1030
5310,failed,96,"546503",8,2023-02-22 15:33:33.922 +1030
5334,completed,12,"546630",3,2023-02-23 11:52:31.180 +1030
5316,failed,96,"546534",8,2023-02-22 17:59:24.251 +1030
5315,failed,106,"546532",8,2023-02-22 17:49:54.756 +1030
5292,completed,100,"546420",4,2023-02-22 11:42:30.879 +1030
5323,completed,100,"546583",3,2023-02-23 09:58:05.654 +1030
5278,failed,96,"546349",8,2023-02-22 09:28:40.098 +1030
5276,failed,106,"546331",8,2023-02-22 08:54:05.197 +1030
5293,completed,100,"546426",4,2023-02-22 11:57:08.797 +1030
5297,completed,12,"546408",0,2023-02-22 12:50:54.493 +1030
5313,completed,19,"546510",2,2023-02-22 15:55:25.277 +1030
5298,completed,12,"546419",0,2023-02-22 13:00:32.684 +1030
5311,completed,12,"546483",3,2023-02-22 15:35:25.144 +1030
5296,failed,96,"546437",8,2023-02-22 12:19:03.229 +1030
5287,failed,96,"546398",8,2023-02-22 11:00:27.655 +1030
5291,failed,96,"546418",8,2023-02-22 11:35:00.651 +1030
5306,completed,100,"546473",3,2023-02-22 14:00:15.424 +1030
5318,completed,100,"546545",2,2023-02-23 08:59:11.300 +1030
5301,failed,96,"546454",8,2023-02-22 13:13:25.784 +1030
5281,failed,110,"546364",8,2023-02-22 09:45:20.309 +1030
5305,completed,29,"546471",4,2023-02-22 13:57:34.341 +1030
5308,completed,19,"546480",2,2023-02-22 14:28:54.969 +1030
5282,failed,110,"546366",8,2023-02-22 09:51:02.362 +1030
5285,failed,96,"546383",8,2023-02-22 10:29:53.006 +1030
5335,completed,12,"546641",3,2023-02-23 12:00:11.480 +1030
5327,completed,29,"546602",4,2023-02-23 10:37:43.834 +1030
5320,failed,96,"546554",8,2023-02-23 09:19:58.019 +1030
5329,failed,106,"546618",8,2023-02-23 11:03:01.226 +1030
5314,completed,29,"546531",2,2023-02-22 17:38:16.101 +1030
5302,failed,12,"546444",8,2023-02-22 13:35:19.955 +1030
